Task,Encoder,Classifier,Probed Word,Accuracy,ci_lower,mean,ci_upper,Target
causative,GLoVe,20_20_20,questioned,79.69,72.62,79.53,85.92,verb
causative,GLoVe,20_20_20,the_2,49.6,49.6,49.6,49.6,verb
causative,GLoVe,20_20_20,judge,49.9,49.61,49.89,50.17,verb
causative,GPT,1024,the_1,49.6,49.6,49.6,49.6,verb
causative,GPT,1024,lawyers,49.6,49.6,49.6,49.6,verb
causative,GPT,1024,questioned,79.41,78.96,79.4,79.86,verb
causative,GPT,1024,the_2,84.95,84.75,84.94,85.16,verb
causative,GPT,1024,judge,85.25,84.7,85.24,85.8,verb
causative,GPT,1024_1024_1024,the_1,49.6,49.6,49.6,49.6,verb
causative,GPT,1024_1024_1024,lawyers,49.6,49.6,49.6,49.6,verb
causative,GPT,1024_1024_1024,questioned,77.79,75.93,77.73,79.58,verb
causative,GPT,1024_1024_1024,the_2,84.93,83.64,84.96,86.25,verb
causative,GPT,1024_1024_1024,judge,85.94,84.4,85.94,87.1,verb
causative,GPT,20_20_20,the_1,49.6,49.6,49.6,49.6,verb
causative,GPT,20_20_20,lawyers,49.52,49.47,49.52,49.56,verb
causative,GPT,20_20_20,questioned,80.14,79.78,80.14,80.47,verb
causative,GPT,20_20_20,the_2,84.97,84.71,84.97,85.2,verb
causative,GPT,20_20_20,judge,83.45,83.05,83.45,83.79,verb
dynamic,BERT,1024,the_1,83.6,83.17,83.59,84.01,verb
dynamic,BERT,1024,lawyers,83.74,82.36,83.75,85.13,verb
dynamic,BERT,1024,questioned,83.8,83.47,83.8,84.17,verb
dynamic,BERT,1024,the_2,81.13,80.54,81.12,81.75,verb
dynamic,BERT,1024,judge,80.78,80.24,80.78,81.32,verb
dynamic,BERT,1024_1024_1024,the_1,83.6,83.17,83.59,84.01,verb
dynamic,BERT,1024_1024_1024,lawyers,81.15,80.1,81.18,82.2,verb
dynamic,BERT,1024_1024_1024,questioned,83.8,83.47,83.8,84.17,verb
dynamic,BERT,1024_1024_1024,the_2,81.13,80.54,81.12,81.75,verb
dynamic,BERT,1024_1024_1024,judge,79,79,79,79,verb
dynamic,BERT,20_20_20,the_1,80.48,80.03,80.48,80.96,verb
dynamic,BERT,20_20_20,lawyers,80.82,80.49,80.82,81.2,verb
dynamic,BERT,20_20_20,questioned,84.45,84.03,84.45,84.83,verb
dynamic,BERT,20_20_20,the_2,77.89,77.48,77.88,78.27,verb
dynamic,BERT,20_20_20,judge,79.66,79.3,79.65,80,verb
dynamic,ELMo,1024,the_1,89.72,88.68,89.73,90.67,verb
dynamic,ELMo,1024,lawyers,82.8,80.7,82.84,84.97,verb
dynamic,ELMo,1024,questioned,89,87.94,89,89.93,verb
dynamic,ELMo,1024,the_2,82.33,81.99,82.33,82.68,verb
dynamic,ELMo,1024,judge,74.8,73.78,74.79,75.66,verb
dynamic,ELMo,1024_1024_1024,the_1,90.54,89.45,90.55,91.6,verb
dynamic,ELMo,1024_1024_1024,lawyers,87.7,87.7,87.7,87.7,verb
dynamic,ELMo,1024_1024_1024,questioned,87.11,83.66,87.15,90.3,verb
dynamic,ELMo,1024_1024_1024,the_2,83.85,83.12,83.86,84.59,verb
dynamic,ELMo,1024_1024_1024,judge,72.2,71.1,72.21,74,verb
dynamic,ELMo,20_20_20,the_1,90.73,90.37,90.73,91.02,verb
dynamic,ELMo,20_20_20,lawyers,84.94,84.51,84.95,85.36,verb
dynamic,ELMo,20_20_20,questioned,89.88,89.2,89.89,90.5,verb
dynamic,ELMo,20_20_20,the_2,80.42,79.6,80.44,81.38,verb
dynamic,ELMo,20_20_20,judge,74.4,74.19,74.4,74.65,verb
dynamic,GLoVe,1024,the_1,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024,lawyers,50.91,50.9,50.91,50.94,verb
dynamic,GLoVe,1024,questioned,78.68,76.4,78.63,80.49,verb
dynamic,GLoVe,1024,the_2,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024,judge,50.95,50.89,50.95,51.03,verb
dynamic,GLoVe,1024_1024_1024,the_1,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024_1024_1024,lawyers,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024_1024_1024,questioned,67.84,64,67.9,71.86,verb
dynamic,GLoVe,1024_1024_1024,the_2,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,1024_1024_1024,judge,50.93,50.9,50.93,51,verb
dynamic,GLoVe,20_20_20,the_1,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,20_20_20,lawyers,49.6,49.18,49.6,50.01,verb
dynamic,GLoVe,20_20_20,questioned,72.1,68,72.06,75.79,verb
dynamic,GLoVe,20_20_20,the_2,50.9,50.9,50.9,50.9,verb
dynamic,GLoVe,20_20_20,judge,51.06,50.91,51.06,51.22,verb
dynamic,GPT,1024,the_1,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024,lawyers,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024,questioned,79.59,78.54,79.59,80.52,verb
dynamic,GPT,1024,the_2,83.25,83.02,83.25,83.49,verb
dynamic,GPT,1024,judge,83.78,83.47,83.79,84.06,verb
dynamic,GPT,1024_1024_1024,the_1,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024_1024_1024,lawyers,50.9,50.9,50.9,50.9,verb
dynamic,GPT,1024_1024_1024,questioned,79.09,76.93,79.17,81.2,verb
dynamic,GPT,1024_1024_1024,the_2,82.78,81.99,82.78,83.66,verb
dynamic,GPT,1024_1024_1024,judge,80.08,77.5,80.05,82.12,verb
dynamic,GPT,20_20_20,the_1,50.9,50.9,50.9,50.9,verb
dynamic,GPT,20_20_20,lawyers,50.7,50.51,50.7,50.87,verb
dynamic,GPT,20_20_20,questioned,81.43,80.32,81.44,82.43,verb
dynamic,GPT,20_20_20,the_2,82.86,82.67,82.86,83.04,verb
dynamic,GPT,20_20_20,judge,83.51,83.15,83.51,83.88,verb
tense,BERT,1024,the_1,96.09,95.42,96.09,96.74,verb
tense,BERT,1024,lawyers,97.12,96.75,97.12,97.49,verb
tense,BERT,1024,questioned,97.35,97.13,97.35,97.63,verb
tense,BERT,1024,the_2,94.96,94.28,94.95,95.75,verb
tense,BERT,1024,judge,94.49,93.98,94.49,95.1,verb
tense,BERT,1024_1024_1024,the_1,97.58,94.97,97.56,100,verb
tense,BERT,1024_1024_1024,lawyers,97.37,96.2,97.33,98.73,verb
tense,BERT,1024_1024_1024,questioned,97.47,96.3,97.48,99.03,verb
tense,BERT,1024_1024_1024,the_2,98.23,94.7,98.18,100,verb
tense,BERT,1024_1024_1024,judge,96.08,93.15,95.95,100,verb
tense,BERT,20_20_20,the_1,96.96,96.63,96.97,97.32,verb
tense,BERT,20_20_20,lawyers,97.53,97.36,97.53,97.78,verb
tense,BERT,20_20_20,questioned,97.5,97.29,97.5,97.76,verb
tense,BERT,20_20_20,the_2,95.33,94.98,95.33,95.81,verb
tense,BERT,20_20_20,judge,94.23,93.81,94.24,94.8,verb
tense,ELMo,1024,the_1,99.12,98.17,99.14,99.65,verb
tense,ELMo,1024,lawyers,95.97,93.95,95.98,97.78,verb
tense,ELMo,1024,questioned,99.79,99.45,99.81,100,verb
tense,ELMo,1024,the_2,98.97,97.02,98.98,100,verb
tense,ELMo,1024,judge,97.46,93.16,97.5,100,verb
tense,ELMo,1024_1024_1024,the_1,99.63,99.18,99.65,100,verb
tense,ELMo,1024_1024_1024,lawyers,96.86,95,96.88,98.66,verb
tense,ELMo,1024_1024_1024,questioned,99.87,99.56,99.87,100,verb
tense,ELMo,1024_1024_1024,the_2,100,100,100,100,verb
tense,ELMo,1024_1024_1024,judge,100,100,100,100,verb
tense,ELMo,20_20_20,the_1,98.77,97.96,98.75,99.4,verb
tense,ELMo,20_20_20,lawyers,97.12,96.06,97.1,97.88,verb
tense,ELMo,20_20_20,questioned,99.07,98.36,99.07,99.67,verb
tense,ELMo,20_20_20,the_2,99.9,99.75,99.9,99.99,verb
tense,ELMo,20_20_20,judge,98.2,97.48,98.21,98.83,verb
tense,GLoVe,1024,the_1,48.92,47.9,48.91,51.38,verb
tense,GLoVe,1024,lawyers,49,47.92,48.93,51.42,verb
tense,GLoVe,1024,questioned,88.53,88.3,88.52,89.02,verb
tense,GLoVe,1024,the_2,48.92,47.9,48.91,51.23,verb
tense,GLoVe,1024,judge,48.93,47.88,48.89,51.25,verb
tense,GLoVe,1024_1024_1024,the_1,48.92,47.9,48.87,51.49,verb
tense,GLoVe,1024_1024_1024,lawyers,48.92,47.9,48.89,51.45,verb
tense,GLoVe,1024_1024_1024,questioned,77.12,71.97,77.16,82.07,verb
tense,GLoVe,1024_1024_1024,the_2,48.92,47.9,48.91,51.45,verb
tense,GLoVe,1024_1024_1024,judge,48.92,47.9,48.9,51.37,verb
tense,GLoVe,20_20_20,the_1,49.66,48.28,49.69,52.12,verb
tense,GLoVe,20_20_20,lawyers,50.87,49.54,50.86,53.45,verb
tense,GLoVe,20_20_20,questioned,72.59,67.63,72.7,78.04,verb
tense,GLoVe,20_20_20,the_2,49.83,48.45,49.87,52.12,verb
tense,GLoVe,20_20_20,judge,50.24,48.94,50.23,52.53,verb
tense,GPT,1024,the_1,48.92,47.9,48.88,51.49,verb
tense,GPT,1024,lawyers,48.92,47.9,48.93,51.23,verb
tense,GPT,1024,questioned,86.32,84.64,86.37,87.99,verb
tense,GPT,1024,the_2,93.22,92.44,93.22,93.94,verb
tense,GPT,1024,judge,94.29,93.58,94.3,95.26,verb
tense,GPT,1024_1024_1024,the_1,48.92,47.9,48.88,51.43,verb
tense,GPT,1024_1024_1024,lawyers,48.92,47.9,48.89,51.37,verb
tense,GPT,1024_1024_1024,questioned,93.9,87.8,93.77,100,verb
tense,GPT,1024_1024_1024,the_2,93.73,88.7,93.67,100,verb
tense,GPT,1024_1024_1024,judge,97.45,94.9,97.39,100,verb
tense,GPT,20_20_20,the_1,50.16,48.76,50.15,52.73,verb
tense,GPT,20_20_20,lawyers,50.9,49.5,50.92,53.52,verb
tense,GPT,20_20_20,questioned,87.68,86.52,87.67,88.81,verb
tense,GPT,20_20_20,the_2,94.14,93.56,94.13,94.71,verb
tense,GPT,20_20_20,judge,94.49,94.11,94.49,94.93,verb
