Task,Encoder,Classifier,Probed Word,Accuracy,ci_lower,mean,ci_upper,Target
causative,GLoVe,1024_1024_1024,lawyers,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,questioned,81.42,75.72,81.42,86.72,verb
causative,GLoVe,1024_1024_1024,the_2,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,judge,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,the_1,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,lawyers,50.69,50.48,50.69,50.88,verb
causative,GLoVe,20_20_20,questioned,81.51,75.23,81.58,87.86,verb
causative,GLoVe,20_20_20,the_2,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,judge,50.89,50.64,50.89,51.15,verb
causative,GPT,1024,the_1,50.8,50.8,50.8,50.8,verb
causative,GPT,1024,lawyers,50.8,50.8,50.8,50.8,verb
causative,GPT,1024,questioned,76.68,76.29,76.67,77.06,verb
causative,GPT,1024,the_2,86.81,86.6,86.81,87.02,verb
causative,GPT,1024,judge,85.6,83.91,85.62,87.18,verb
causative,GPT,1024_1024_1024,the_1,50.8,50.8,50.8,50.8,verb
causative,GPT,1024_1024_1024,lawyers,50.8,50.8,50.8,50.8,verb
causative,GPT,1024_1024_1024,questioned,78.35,77.3,78.3,79.4,verb
causative,GPT,1024_1024_1024,the_2,87.12,86.53,87.11,87.57,verb
causative,GPT,1024_1024_1024,judge,86.6,83.5,86.57,89.6,verb
causative,GPT,20_20_20,the_1,50.8,50.8,50.8,50.8,verb
causative,GPT,20_20_20,lawyers,49.69,49.27,49.69,50.1,verb
causative,GPT,20_20_20,questioned,77.03,76.39,77.02,77.59,verb
causative,GPT,20_20_20,the_2,85.71,85.3,85.7,86.03,verb
causative,GPT,20_20_20,judge,83.25,82.67,83.24,83.77,verb
dynamic,BERT,1024,the_1,72.1,71.4,72.11,72.89,verb
dynamic,BERT,1024,lawyers,72.4,72.4,72.4,72.4,verb
dynamic,BERT,1024,questioned,81.68,81.01,81.68,82.31,verb
dynamic,BERT,1024,the_2,77.6,75.6,77.59,79.51,verb
dynamic,BERT,1024,judge,72.65,72.2,72.64,73.1,verb
dynamic,BERT,1024_1024_1024,the_1,71.66,71.09,71.66,72.25,verb
dynamic,BERT,1024_1024_1024,lawyers,73.1,73.1,73.1,73.1,verb
dynamic,BERT,1024_1024_1024,questioned,81.3,81.3,81.3,81.3,verb
dynamic,BERT,1024_1024_1024,the_2,79.5,78.7,79.46,80.3,verb
dynamic,BERT,1024_1024_1024,judge,72.02,71.61,72.01,72.45,verb
dynamic,BERT,20_20_20,the_1,71.66,71.09,71.66,72.25,verb
dynamic,BERT,20_20_20,lawyers,73.38,73.07,73.38,73.68,verb
dynamic,BERT,20_20_20,questioned,81.65,81.37,81.64,81.91,verb
dynamic,BERT,20_20_20,the_2,77.7,77.23,77.7,78.16,verb
dynamic,BERT,20_20_20,judge,72.02,71.61,72.01,72.45,verb
dynamic,ELMo,1024,the_1,78.92,78.32,78.92,79.54,verb
dynamic,ELMo,1024,lawyers,63.85,63.02,63.85,64.6,verb
dynamic,ELMo,1024,questioned,90.78,90.53,90.78,91,verb
dynamic,ELMo,1024,the_2,84.48,84.1,84.48,84.83,verb
dynamic,ELMo,1024,judge,69.33,68.01,69.33,70.47,verb
dynamic,ELMo,1024_1024_1024,the_1,78.92,78.32,78.92,79.54,verb
dynamic,ELMo,1024_1024_1024,lawyers,63.85,63.02,63.85,64.6,verb
dynamic,ELMo,1024_1024_1024,questioned,87.75,85.24,87.76,89.82,verb
dynamic,ELMo,1024_1024_1024,the_2,85.47,84,85.48,87.2,verb
dynamic,ELMo,1024_1024_1024,judge,67.3,66,67.3,69.3,verb
dynamic,ELMo,20_20_20,the_1,78.92,78.32,78.92,79.54,verb
dynamic,ELMo,20_20_20,lawyers,63.85,63.02,63.85,64.6,verb
dynamic,ELMo,20_20_20,questioned,90.53,90.18,90.53,90.89,verb
dynamic,ELMo,20_20_20,the_2,84.76,84.56,84.76,84.97,verb
dynamic,ELMo,20_20_20,judge,67.04,66.48,67.02,67.65,verb
dynamic,GLoVe,1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024,lawyers,50.48,50.42,50.48,50.5,verb
dynamic,GLoVe,1024,questioned,80.35,78.86,80.35,81.27,verb
dynamic,GLoVe,1024,the_2,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024,judge,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,lawyers,50.47,50.42,50.47,50.5,verb
dynamic,GLoVe,1024_1024_1024,questioned,69.18,64.94,69.2,73.27,verb
dynamic,GLoVe,1024_1024_1024,the_2,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,judge,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,lawyers,50.28,50.04,50.28,50.5,verb
dynamic,GLoVe,20_20_20,questioned,73.74,69.72,73.69,77.65,verb
dynamic,GLoVe,20_20_20,the_2,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,judge,51.21,50.95,51.2,51.46,verb
dynamic,GPT,1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024,lawyers,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024,questioned,69.29,68.56,69.29,70.03,verb
dynamic,GPT,1024,the_2,78.03,77.73,78.02,78.33,verb
dynamic,GPT,1024,judge,81.04,80.69,81.04,81.41,verb
dynamic,GPT,1024_1024_1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024_1024_1024,lawyers,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024_1024_1024,questioned,68.95,67.21,68.99,70.75,verb
dynamic,GPT,1024_1024_1024,the_2,78.44,76.38,78.43,80.17,verb
dynamic,GPT,1024_1024_1024,judge,80.8,80.5,80.8,81.1,verb
dynamic,GPT,20_20_20,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GPT,20_20_20,lawyers,49.63,49.34,49.64,49.92,verb
dynamic,GPT,20_20_20,questioned,67.58,66.36,67.57,68.72,verb
dynamic,GPT,20_20_20,the_2,75.77,75.31,75.77,76.13,verb
dynamic,GPT,20_20_20,judge,81.36,81.11,81.36,81.6,verb
tense,BERT,1024,the_1,100,100,100,100,verb
tense,BERT,1024,lawyers,100,100,100,100,verb
tense,BERT,1024,questioned,100,100,100,100,verb
tense,BERT,1024,the_2,100,100,100,100,verb
tense,BERT,1024,judge,100,100,100,100,verb
tense,BERT,1024_1024_1024,the_1,100,100,100,100,verb
tense,BERT,1024_1024_1024,lawyers,100,100,100,100,verb
tense,BERT,1024_1024_1024,questioned,100,100,100,100,verb
tense,BERT,1024_1024_1024,the_2,100,100,100,100,verb
tense,BERT,1024_1024_1024,judge,100,100,100,100,verb
tense,BERT,20_20_20,the_1,100,100,100,100,verb
tense,BERT,20_20_20,lawyers,100,100,100,100,verb
tense,BERT,20_20_20,questioned,100,100,100,100,verb
tense,BERT,20_20_20,the_2,100,100,100,100,verb
tense,BERT,20_20_20,judge,100,100,100,100,verb
tense,ELMo,1024,the_1,100,100,100,100,verb
tense,ELMo,1024,lawyers,100,100,100,100,verb
tense,ELMo,1024,questioned,100,100,100,100,verb
tense,ELMo,1024,the_2,100,100,100,100,verb
tense,ELMo,1024,judge,100,100,100,100,verb
tense,ELMo,1024_1024_1024,the_1,100,100,100,100,verb
tense,ELMo,1024_1024_1024,lawyers,100,100,100,100,verb
tense,ELMo,1024_1024_1024,questioned,100,100,100,100,verb
tense,ELMo,1024_1024_1024,the_2,100,100,100,100,verb
tense,ELMo,1024_1024_1024,judge,100,100,100,100,verb
tense,ELMo,20_20_20,the_1,100,100,100,100,verb
tense,ELMo,20_20_20,lawyers,99.91,99.69,99.91,100,verb
tense,ELMo,20_20_20,questioned,100,100,100,100,verb
tense,ELMo,20_20_20,the_2,100,100,100,100,verb
tense,ELMo,20_20_20,judge,100,100,100,100,verb
tense,GLoVe,1024,the_1,100,100,100,100,verb
tense,GLoVe,1024,lawyers,100,100,100,100,verb
tense,GLoVe,1024,questioned,100,100,100,100,verb
tense,GLoVe,1024,the_2,100,100,100,100,verb
tense,GLoVe,1024,judge,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,the_1,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,lawyers,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,questioned,99.77,99.27,99.77,100,verb
tense,GLoVe,1024_1024_1024,the_2,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,judge,100,100,100,100,verb
tense,GLoVe,20_20_20,the_1,100,100,100,100,verb
tense,GLoVe,20_20_20,lawyers,100,100,100,100,verb
tense,GLoVe,20_20_20,questioned,100,100,100,100,verb
tense,GLoVe,20_20_20,the_2,100,100,100,100,verb
tense,GLoVe,20_20_20,judge,100,100,100,100,verb
tense,GPT,1024,the_1,100,100,100,100,verb
tense,GPT,1024,lawyers,100,100,100,100,verb
tense,GPT,1024,questioned,100,100,100,100,verb
tense,GPT,1024,the_2,100,100,100,100,verb
tense,GPT,1024,judge,100,100,100,100,verb
tense,GPT,1024_1024_1024,the_1,100,100,100,100,verb
tense,GPT,1024_1024_1024,lawyers,100,100,100,100,verb
tense,GPT,1024_1024_1024,questioned,100,100,100,100,verb
tense,GPT,1024_1024_1024,the_2,100,100,100,100,verb
tense,GPT,1024_1024_1024,judge,100,100,100,100,verb
tense,GPT,20_20_20,the_1,100,100,100,100,verb
tense,GPT,20_20_20,lawyers,100,100,100,100,verb
tense,GPT,20_20_20,questioned,100,100,100,100,verb
tense,GPT,20_20_20,the_2,100,100,100,100,verb
tense,GPT,20_20_20,judge,100,100,100,100,verb
