Task,Encoder,Classifier,Probed Word,Accuracy,ci_lower,mean,ci_upper,Target
number,GPT,20_20_20,the_1,45.5,45.5,45.5,45.5,subject
number,GPT,20_20_20,the_2,95.5,95.2589375,95.49844127,95.70489123,subject
causative,BERT,1024,judge,80.92142857,80.22990119,80.91533872,81.54815134,verb
causative,BERT,1024,lawyers,77.4,71.5,77.40416106,80.6,verb
causative,BERT,1024,questioned,86.79333333,84.76117647,86.73773048,88.47016176,verb
causative,BERT,1024,the_1,78.5,78.5,78.5,78.5,verb
causative,BERT,1024,the_2,85.41,83.45921429,85.39322248,87.0805,verb
causative,BERT,1024_1024_1024,judge,80.92142857,80.22990119,80.91533872,81.54815134,verb
causative,BERT,1024_1024_1024,lawyers,79.00714286,78.49986842,78.99907102,79.51935,verb
causative,BERT,1024_1024_1024,questioned,87.06,85.46416667,87.10591521,88.43333333,verb
causative,BERT,1024_1024_1024,the_1,79.64285714,79.12857143,79.64838356,80.21382328,verb
causative,BERT,1024_1024_1024,the_2,86.2,86.2,86.2,86.2,verb
causative,BERT,20_20_20,judge,80.92142857,80.22990119,80.91533872,81.54815134,verb
causative,BERT,20_20_20,lawyers,79.00714286,78.49986842,78.99907102,79.51935,verb
causative,BERT,20_20_20,questioned,86.0516129,85.5999359,86.05073562,86.50715659,verb
causative,BERT,20_20_20,the_1,79.64285714,79.12857143,79.64838356,80.21382328,verb
causative,BERT,20_20_20,the_2,85.27586207,84.76648438,85.28170991,85.77409722,verb
causative,ELMo,1024,judge,82.9,77.4,82.85171131,86.7,verb
causative,ELMo,1024,lawyers,61.5,61.5,61.5,61.5,verb
causative,ELMo,1024,questioned,92.91025641,92.10156579,92.89314581,93.5529638,verb
causative,ELMo,1024,the_1,67.77058824,67.31,67.778003,68.21434524,verb
causative,ELMo,1024,the_2,90.2,88.16511473,90.13800768,91.81430357,verb
causative,ELMo,1024_1024_1024,judge,79.13571429,77.50193229,79.09204927,80.71286932,verb
causative,ELMo,1024_1024_1024,lawyers,61.5,61.5,61.5,61.5,verb
causative,ELMo,1024_1024_1024,questioned,94.96,94.73333333,94.96117975,95.1,verb
causative,ELMo,1024_1024_1024,the_1,67.77058824,67.31,67.778003,68.21434524,verb
causative,ELMo,1024_1024_1024,the_2,93,93,93,93,verb
causative,ELMo,20_20_20,judge,79.13571429,77.50193229,79.09204927,80.71286932,verb
causative,ELMo,20_20_20,lawyers,61.5,61.5,61.5,61.5,verb
causative,ELMo,20_20_20,questioned,92.71176471,91.45965269,92.70760003,93.74193973,verb
causative,ELMo,20_20_20,the_1,67.77058824,67.31,67.778003,68.21434524,verb
causative,ELMo,20_20_20,the_2,93.13103448,92.695625,93.1292651,93.51322875,verb
causative,GLoVe,1024,judge,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024,lawyers,50.756,50.68969051,50.75779734,50.8,verb
causative,GLoVe,1024,questioned,98.624,96.25761288,98.60027789,99.88340116,verb
causative,GLoVe,1024,the_1,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024,the_2,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,judge,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,lawyers,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,questioned,81.422,75.7156117,81.41504788,86.72057991,verb
causative,GLoVe,1024_1024_1024,the_1,50.8,50.8,50.8,50.8,verb
causative,GLoVe,1024_1024_1024,the_2,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,judge,50.894,50.64148131,50.89141691,51.14565424,verb
causative,GLoVe,20_20_20,lawyers,50.688,50.4844078,50.69174198,50.87716712,verb
causative,GLoVe,20_20_20,questioned,81.514,75.23119444,81.58103919,87.86233033,verb
causative,GLoVe,20_20_20,the_1,50.8,50.8,50.8,50.8,verb
causative,GLoVe,20_20_20,the_2,50.8,50.8,50.8,50.8,verb
causative,GPT,1024,judge,85.6,83.90761364,85.61520447,87.18083333,verb
causative,GPT,1024,lawyers,50.8,50.8,50.8,50.8,verb
causative,GPT,1024,questioned,76.67567568,76.28941633,76.66644784,77.05947297,verb
causative,GPT,1024,the_1,50.8,50.8,50.8,50.8,verb
causative,GPT,1024,the_2,86.80638298,86.59993243,86.80860883,87.01591799,verb
causative,GPT,1024_1024_1024,judge,86.6,83.5,86.57283008,89.6,verb
causative,GPT,1024_1024_1024,lawyers,50.8,50.8,50.8,50.8,verb
causative,GPT,1024_1024_1024,questioned,78.35,77.3,78.30309008,79.4,verb
causative,GPT,1024_1024_1024,the_1,50.8,50.8,50.8,50.8,verb
causative,GPT,1024_1024_1024,the_2,87.12307692,86.53333333,87.10520298,87.57274242,verb
causative,GPT,20_20_20,judge,83.25454545,82.67236742,83.2428198,83.77423265,verb
causative,GPT,20_20_20,lawyers,49.694,49.26920213,49.68789601,50.10483036,verb
causative,GPT,20_20_20,questioned,77.02702703,76.38557143,77.01720011,77.5926875,verb
causative,GPT,20_20_20,the_1,50.8,50.8,50.8,50.8,verb
causative,GPT,20_20_20,the_2,85.70769231,85.3041088,85.70207006,86.02779762,verb
dynamic,BERT,1024,judge,72.65,72.2,72.64244178,73.1,verb
dynamic,BERT,1024,lawyers,72.4,72.4,72.4,72.4,verb
dynamic,BERT,1024,questioned,81.684,81.00886364,81.67620806,82.31428571,verb
dynamic,BERT,1024,the_1,72.1,71.4,72.11008189,72.89090909,verb
dynamic,BERT,1024,the_2,77.6,75.6,77.58840846,79.50535714,verb
dynamic,BERT,1024_1024_1024,judge,72.01515152,71.61469538,72.0147698,72.44590179,verb
dynamic,BERT,1024_1024_1024,lawyers,73.1,73.1,73.1,73.1,verb
dynamic,BERT,1024_1024_1024,questioned,81.3,81.3,81.3,81.3,verb
dynamic,BERT,1024_1024_1024,the_1,71.65806452,71.08569264,71.66452537,72.2500431,verb
dynamic,BERT,1024_1024_1024,the_2,79.5,78.7,79.45526723,80.3,verb
dynamic,BERT,20_20_20,judge,72.01515152,71.61469538,72.0147698,72.44590179,verb
dynamic,BERT,20_20_20,lawyers,73.38108108,73.07368421,73.3823144,73.67796569,verb
dynamic,BERT,20_20_20,questioned,81.64736842,81.37350368,81.64304218,81.90654032,verb
dynamic,BERT,20_20_20,the_1,71.65806452,71.08569264,71.66452537,72.2500431,verb
dynamic,BERT,20_20_20,the_2,77.70344828,77.23092529,77.70371671,78.16089091,verb
dynamic,ELMo,1024,judge,69.325,68.01064103,69.33177057,70.47144841,verb
dynamic,ELMo,1024,lawyers,63.85416667,63.02199275,63.85017229,64.6,verb
dynamic,ELMo,1024,questioned,90.77727273,90.53022727,90.77639715,91.00435541,verb
dynamic,ELMo,1024,the_1,78.925,78.324875,78.92193289,79.53605238,verb
dynamic,ELMo,1024,the_2,84.47857143,84.1,84.47928477,84.83096774,verb
dynamic,ELMo,1024_1024_1024,judge,67.3,66,67.29931944,69.3,verb
dynamic,ELMo,1024_1024_1024,lawyers,63.85416667,63.02199275,63.85017229,64.6,verb
dynamic,ELMo,1024_1024_1024,questioned,87.75384615,85.239375,87.76165757,89.81530682,verb
dynamic,ELMo,1024_1024_1024,the_1,78.925,78.324875,78.92193289,79.53605238,verb
dynamic,ELMo,1024_1024_1024,the_2,85.46666667,84,85.47694306,87.2,verb
dynamic,ELMo,20_20_20,judge,67.04,66.47995313,67.02084844,67.65163508,verb
dynamic,ELMo,20_20_20,lawyers,63.85416667,63.02199275,63.85017229,64.6,verb
dynamic,ELMo,20_20_20,questioned,90.52857143,90.18443333,90.52819395,90.88674138,verb
dynamic,ELMo,20_20_20,the_1,78.925,78.324875,78.92193289,79.53605238,verb
dynamic,ELMo,20_20_20,the_2,84.76333333,84.55991667,84.76005512,84.97029923,verb
dynamic,GLoVe,1024,judge,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024,lawyers,50.478,50.42142857,50.47842536,50.5,verb
dynamic,GLoVe,1024,questioned,80.346,78.85921395,80.35460408,81.26595745,verb
dynamic,GLoVe,1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024,the_2,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,judge,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,lawyers,50.474,50.42203305,50.47347451,50.5,verb
dynamic,GLoVe,1024_1024_1024,questioned,69.182,64.9417327,69.19691204,73.26806604,verb
dynamic,GLoVe,1024_1024_1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,1024_1024_1024,the_2,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,judge,51.206,50.95195,51.20408315,51.46102099,verb
dynamic,GLoVe,20_20_20,lawyers,50.282,50.03528133,50.27875892,50.5,verb
dynamic,GLoVe,20_20_20,questioned,73.736,69.72306818,73.68630177,77.64896684,verb
dynamic,GLoVe,20_20_20,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GLoVe,20_20_20,the_2,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024,judge,81.040625,80.68869792,81.04023481,81.41442857,verb
dynamic,GPT,1024,lawyers,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024,questioned,69.2925,68.56069643,69.29367289,70.02668182,verb
dynamic,GPT,1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024,the_2,78.02765957,77.72991667,78.02251769,78.333375,verb
dynamic,GPT,1024_1024_1024,judge,80.8,80.5,80.79731188,81.1,verb
dynamic,GPT,1024_1024_1024,lawyers,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024_1024_1024,questioned,68.95,67.2096875,68.98987004,70.747875,verb
dynamic,GPT,1024_1024_1024,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GPT,1024_1024_1024,the_2,78.43636364,76.38267857,78.42813266,80.17003571,verb
dynamic,GPT,20_20_20,judge,81.35789474,81.1121158,81.3605438,81.6,verb
dynamic,GPT,20_20_20,lawyers,49.632,49.34214689,49.63687845,49.92224806,verb
dynamic,GPT,20_20_20,questioned,67.57647059,66.3633125,67.56628761,68.71715546,verb
dynamic,GPT,20_20_20,the_1,50.5,50.5,50.5,50.5,verb
dynamic,GPT,20_20_20,the_2,75.77352941,75.30659259,75.76526035,76.13237754,verb
tense,BERT,1024,judge,100,100,100,100,verb
tense,BERT,1024,lawyers,100,100,100,100,verb
tense,BERT,1024,questioned,100,100,100,100,verb
tense,BERT,1024,the_1,100,100,100,100,verb
tense,BERT,1024,the_2,100,100,100,100,verb
tense,BERT,1024_1024_1024,judge,100,100,100,100,verb
tense,BERT,1024_1024_1024,lawyers,100,100,100,100,verb
tense,BERT,1024_1024_1024,questioned,100,100,100,100,verb
tense,BERT,1024_1024_1024,the_1,100,100,100,100,verb
tense,BERT,1024_1024_1024,the_2,100,100,100,100,verb
tense,BERT,20_20_20,judge,100,100,100,100,verb
tense,BERT,20_20_20,lawyers,100,100,100,100,verb
tense,BERT,20_20_20,questioned,100,100,100,100,verb
tense,BERT,20_20_20,the_1,100,100,100,100,verb
tense,BERT,20_20_20,the_2,100,100,100,100,verb
tense,ELMo,1024,judge,100,100,100,100,verb
tense,ELMo,1024,lawyers,100,100,100,100,verb
tense,ELMo,1024,questioned,100,100,100,100,verb
tense,ELMo,1024,the_1,100,100,100,100,verb
tense,ELMo,1024,the_2,100,100,100,100,verb
tense,ELMo,1024_1024_1024,judge,100,100,100,100,verb
tense,ELMo,1024_1024_1024,lawyers,100,100,100,100,verb
tense,ELMo,1024_1024_1024,questioned,100,100,100,100,verb
tense,ELMo,1024_1024_1024,the_1,100,100,100,100,verb
tense,ELMo,1024_1024_1024,the_2,100,100,100,100,verb
tense,ELMo,20_20_20,judge,100,100,100,100,verb
tense,ELMo,20_20_20,lawyers,99.908,99.69333333,99.9084269,100,verb
tense,ELMo,20_20_20,questioned,100,100,100,100,verb
tense,ELMo,20_20_20,the_1,100,100,100,100,verb
tense,ELMo,20_20_20,the_2,100,100,100,100,verb
tense,GLoVe,1024,judge,100,100,100,100,verb
tense,GLoVe,1024,lawyers,100,100,100,100,verb
tense,GLoVe,1024,questioned,100,100,100,100,verb
tense,GLoVe,1024,the_1,100,100,100,100,verb
tense,GLoVe,1024,the_2,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,judge,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,lawyers,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,questioned,99.772,99.27234043,99.7696186,100,verb
tense,GLoVe,1024_1024_1024,the_1,100,100,100,100,verb
tense,GLoVe,1024_1024_1024,the_2,100,100,100,100,verb
tense,GLoVe,20_20_20,judge,100,100,100,100,verb
tense,GLoVe,20_20_20,lawyers,100,100,100,100,verb
tense,GLoVe,20_20_20,questioned,100,100,100,100,verb
tense,GLoVe,20_20_20,the_1,100,100,100,100,verb
tense,GLoVe,20_20_20,the_2,100,100,100,100,verb
tense,GPT,1024,judge,100,100,100,100,verb
tense,GPT,1024,lawyers,100,100,100,100,verb
tense,GPT,1024,questioned,100,100,100,100,verb
tense,GPT,1024,the_1,100,100,100,100,verb
tense,GPT,1024,the_2,100,100,100,100,verb
tense,GPT,1024_1024_1024,judge,100,100,100,100,verb
tense,GPT,1024_1024_1024,lawyers,100,100,100,100,verb
tense,GPT,1024_1024_1024,questioned,100,100,100,100,verb
tense,GPT,1024_1024_1024,the_1,100,100,100,100,verb
tense,GPT,1024_1024_1024,the_2,100,100,100,100,verb
tense,GPT,20_20_20,judge,100,100,100,100,verb
tense,GPT,20_20_20,lawyers,100,100,100,100,verb
tense,GPT,20_20_20,questioned,100,100,100,100,verb
tense,GPT,20_20_20,the_1,100,100,100,100,verb
tense,GPT,20_20_20,the_2,100,100,100,100,verb
